= Start
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x32fb0e] + 0x806a778 0x10
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x330a4a] - 0x806a7c8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a830 0x49
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] + 0x806a7c8 0x4
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a880 0x9
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] < 0x806a7c8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0x74)[0x331662] > 0x806a7c8 0x8
@ /lib/i386-linux-gnu/libc.so.6:(__strdup+0x31)[0x21c371] + 0x806a890 0x40
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] < 0x806a7c8
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xce)[0x3316bc] > 0x806a7c8 0xc
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:(string_split+0xee)[0x3316dc] - 0x806a830
@ /home/utnso/Desarrollo/Workspace/2012-1c-los-altos/commons/Debug/libcommons.so:[0x32fb0e] + 0x806a790 0x10
